core,mid_m,member_top,oilgpt
BF1,128.53415999999999,-0,3.2
BF1,129.03708000000006,-0,0.7
BF1,129.4638,-0,1.7
BF1,129.86004000000003,-0,0.6
BF1,130.36296,-0,0.3
BF1,130.69824,-0,3
BF1,130.91160000000002,-0,14.3
BF1,131.20116000000002,-0,3.1
BF1,131.53643999999997,-0,1.4
BF1,131.97840000000002,-0,1.4
BF1,132.52704,-0,1e-5
BF1,133.09092000000004,-0,1e-5
BF1,133.54812000000004,-0,0.3
BF1,133.91388,-0,4.7
BF1,134.32536,-0,2.5
BF1,134.75208000000003,-0,1e-5
BF1,135.4074,-0,1e-5
BF1,136.61136,-0,1e-5
BF1,137.98296,-0,1e-5
BF1,139.26312000000001,-0,1e-5
BF1,140.20799999999997,-0,1e-5
BF1,140.66519999999997,-0,1e-5
BF1,141.03096,-0,1e-5
BF1,141.39672000000002,-0,0.5
BF1,141.73199999999997,-0,0.5
BF1,142.03679999999997,-0,7.8
BF1,142.34159999999997,-0,17.1
BF1,142.64639999999997,-0,17.4
BF1,142.95119999999997,-0,1.9
BF1,143.28647999999998,-0,0.8
BF1,143.62176,-0,1
BF1,143.92656,-0,1.5
BF1,144.23136,-0,3.2
BF1,144.53616,-0,11.4
BF1,144.84096,-0,21.1
BF1,145.11527999999998,-0,11.7
BF1,145.40483999999998,-0,6.5
BF1,145.72487999999998,-0,6.7
BF1,146.02967999999998,-0,7.3
BF1,146.33447999999999,-0,15.9
BF1,146.66976,-0,6.3
BF1,147.05076000000003,-0,2.9
BF1,147.41652000000005,-0,1.3
BF1,147.7518,-0,0.8
BF1,148.11756000000003,-0,2.6
BF1,148.43759999999997,-0,25.9
BF1,148.75764000000004,-0,1.5
BF1,149.13864,-0,0.9
BF1,149.47392000000002,-0,1.1
BF1,149.65679999999998,-0,0
BF1,150.23592000000002,-0,1e-5
BF1,151.39416,-0,1e-5
BF1,152.65908000000002,-0,1e-5
BF1,153.45156000000003,-0,7.2
BF1,154.16784,-0,1e-5
BF1,155.40228000000002,-0,1e-5
BF1,156.69768,-0,1e-5
BF1,157.94736,-0,1e-5
BF1,158.75508000000002,-0,0.5
BF1,159.19703999999996,-0,1.7
BF1,159.51708000000002,-0,30.2
BF1,159.69996000000003,-0,1.4
BF1,159.89808000000005,-0,1e-5
BF1,160.21812,-0,1e-5
BF1,160.69056,-0,0.2
BF1,161.11728,-0,2.4
BF1,161.48304000000002,-0,1.3
BF1,161.84879999999998,-0,2.9
BF1,162.32124,-0,4.1
BF1,162.91559999999998,-0,4.6
BF1,163.64712000000003,-0,1e-5
BF1,164.22624000000002,-0,4.6
BF1,164.53104000000002,-0,19.3
BF1,165.35399999999998,-0,1e-5
BF1,166.83228000000003,-0,1e-5
BF1,168.29532,-0,1e-5
BF1,169.25544000000002,-0,1e-5
BF1,169.71264000000002,-0,1e-5
BF1,170.03268000000003,-0,1e-5
BF1,170.45940000000002,-0,0.8
BF1,170.80992000000003,-0,1e-5
BF1,171.35856,-0,1e-5
BF1,172.42536,-0,1e-5
BF1,173.79696,-0,1e-5
BF1,175.32096,-0,1e-5
BF1,176.84496000000001,-0,1e-5
BF1,178.36896000000002,-0,1e-5
BF1,179.89296000000002,-0,1e-5
BF1,181.41696000000002,-0,1e-5
BF1,182.68188000000004,-0,1e-5
BF1,183.642,-0,1e-5
BF1,184.29731999999996,-0,1e-5
BF1,184.64783999999997,-0,1e-5
BF1,184.95263999999997,-0,0.2
BF1,185.25743999999997,-0,0.8
BF1,185.56223999999997,-0,2.7
BF1,185.86703999999997,-0,13.1
BF1,186.17183999999997,-0,6.1
BF1,186.49188000000004,-0,0.4
BF1,186.84240000000005,-0,0.5
BF1,187.19292000000002,-0,1e-5
BF1,187.54343999999998,-0,0.2
BF1,187.95492000000002,-0,0.3
BF1,188.39688000000007,-0,1.1
BF1,188.83884,-0,0
BF1,189.23508000000004,-0,1.9
BF1,189.57036,-0,3
BF1,189.95136000000002,-0,6.6
BF1,190.31712000000005,-0,7.2
BF1,190.62192000000005,-0,5
BF1,190.92672000000005,-0,4.3
BF1,191.26200000000006,-0,0.8
BF1,191.62776000000002,-0,2.2
BF1,192.00876,-0,7
BF1,192.42023999999998,-0,9.1
BF1,192.786,-0,4.3
BF1,193.10604,-0,2
BF1,193.44132000000002,-0,1.5
BF1,193.79183999999998,-0,1.7
BF1,194.15760000000006,-0,2.5
BF1,194.49288000000007,-0,4.2
BF1,194.78244,-0,13.6
BF1,195.072,-0,4.2
BF1,195.3768,-0,1.2
BF1,195.6816,-0,0.4
BF1,195.9864,-0,1.1
BF1,196.30644,-0,10.2
BF1,196.64172000000002,-0,11.2
BF1,196.96176000000003,-0,4.2
BF1,197.31228000000004,-0,1e-5
BF1,197.86091999999996,-0,0.3
BF1,198.7296,-0,1e-5
BF1,199.70496000000003,-0,1e-5
BF1,200.42124,-0,1.7
BF1,200.86320000000006,-0,1.5
BF1,201.19848000000002,-0,4.6
BF1,201.51852000000002,-0,2
BF1,201.83856000000003,-0,1.4
BF1,202.14336000000003,-0,1.9
BF1,202.44816000000003,-0,1.3
BF1,202.75296000000003,-0,1.8
BF1,203.08823999999998,-0,1.2
BF1,203.51496000000003,-0,5
BF1,203.89596,-0,5.9
BF1,204.23124,-0,2.7
BF1,204.58176000000003,-0,17.2
BF1,204.88656000000003,-0,18.5
BF1,205.20659999999998,-0,24.1
BF1,205.60284000000001,-0,5.4
BF1,206.09051999999997,-0,36.3
BF1,206.51724000000002,-0,24
BF1,206.83728000000002,-0,3.4
BF1,207.23352000000006,-0,0.7
BF1,207.69072000000006,-0,1.2
BF1,208.13268000000005,-0,1.4
BF1,208.58988000000005,-0,2.6
BF1,208.95563999999996,-0,1e-5
BF1,209.18424,-0,7.2
BF1,209.45856000000003,-0,40.6
BF1,209.79384,-0,2.3
BF1,210.25104,-0,2.3
BF1,210.81491999999997,-0,6.1
BF1,211.19591999999994,-0,13.7
BF1,211.43976000000004,-0,18.5
BF1,211.72932000000003,-0,25.1
BF1,212.04936000000004,-0,6.8
BF1,212.35416000000004,-0,1.8
BF1,212.65896000000004,-0,1.4
BF1,212.97899999999998,-0,1.7
BF1,213.29904,-0,3.6
BF1,213.74099999999999,-0,1e-5
BF1,214.32012000000003,-0,1e-5
BF1,214.71636,-0,19.5
BF1,214.92971999999997,-0,16.6
BF1,215.21928000000003,-0,19.5
BF1,215.61552,-0,6.4
BF1,216.04224,-0,10.4
BF1,216.40800000000002,-0,19.6
BF1,216.71280000000002,-0,30.7
BF1,217.01760000000002,-0,23.5
BF1,217.32240000000002,-0,2.8
BF1,217.65768000000003,-0,1.6
BF1,218.0082,-0,0.6
BF1,218.26728000000003,-0,11.4
BF1,218.52636,-0,0.4
BF1,218.9226,-0,1e-5
BF1,219.36456000000004,-0,1e-5
BF1,219.92843999999997,-0,1e-5
BF1,221.04096000000004,-0,1e-5
BF1,222.56496000000004,-0,1e-5
BF1,223.93656000000004,-0,1e-5
BF1,224.7138,-0,1e-5
BF1,225.23196000000002,-0,1e-5
BF1,226.03968000000003,-0,1e-5
BF1,226.74072,-0,2.6
BF1,227.10648000000003,-0,4.9
BF1,227.35031999999995,-0,23.8
BF1,227.63988000000006,-0,5.4
BF1,227.95992,-0,0.5
BF1,228.26472,-0,0.2
BF1,228.60000000000008,-0,1.2
BF1,228.95052000000004,-0,1.1
BF1,229.27056,-0,1.3
BF1,229.57536,-0,1.1
BF1,229.8954,-0,1.7
BF1,230.26116000000002,-0,10.2
BF1,230.62692000000004,-0,37.2
BF1,230.94696,-0,1.5
BF1,231.25176,-0,1.9
BF1,231.55656,-0,1.3
BF1,231.93756000000002,-0,1.8
BF1,232.24236000000002,-0,4.3
BF1,232.47096,-0,1e-5
BF1,232.791,-0,4.7
BF1,233.11104,-0,29.2
BF1,233.46156000000002,-0,12.2
BF1,233.85780000000005,-0,11.5
BF1,234.16260000000005,-0,22.3
BF1,234.40643999999998,-0,30.8
BF1,234.69600000000003,-0,27.8
BF1,235.03128000000004,-0,0.5
BF1,235.59516000000002,-0,1e-5
BF1,236.35716000000002,-0,1e-5
BF1,236.98200000000003,-0,0.4
BF1,237.39348000000007,-0,1.6
BF1,237.74400000000009,-0,2.2
BF1,238.03356000000002,-0,3.8
BF1,238.23168000000004,-0,13.8
BF1,238.91748000000007,-0,1e-5
BF1,240.18240000000003,-0,1e-5
BF1,241.50828000000007,-0,1e-5
BF1,242.59031999999996,-0,1e-5
BF1,243.38280000000003,-0,1e-5
BF1,243.90096,-0,1.1
BF1,244.20576,-0,2.1
BF1,244.46483999999998,-0,9.7
BF1,244.66296,-0,12.5
BF1,244.8306,-0,26.3
BF1,245.31828000000007,-0,1e-5
BF1,246.15648000000004,-0,1e-5
BF1,246.79656,-0,1e-5
BF1,247.23852000000005,-0,1e-5
BF1,247.8024000000001,-0,1e-5
BF1,248.47296,-0,1e-5
BF1,248.96064,-0,0.4
BF1,249.28068000000002,-0,1.3
BF1,249.64643999999998,-0,1.9
BF1,250.02744,-0,1e-5
BF1,250.36272000000002,-0,4.6
BF1,250.71323999999998,-0,7.6
BF1,251.00279999999998,-0,31.6
BF1,251.17043999999999,-0,10.3
BF1,251.45999999999998,-0,2.9
BF1,251.88672000000003,-0,1.6
BF1,252.31344000000001,-0,2.6
BF1,252.74016,-0,1.5
BF1,253.10592000000003,-0,1e-5
BF1,253.33452000000005,-0,1.9
BF1,253.5936000000001,-0,1e-5
BF1,253.94412000000005,-0,3.9
BF1,254.26416,-0,8.2
BF1,254.59944000000002,-0,13.8
BF1,254.93472000000003,-0,6.1
BF1,255.23952000000003,-0,10.6
BF1,255.54432000000003,-0,17
BF1,255.84912000000003,-0,11.5
BF1,256.15392,-0,10.9
BF1,256.47396000000003,-0,7.2
BF1,256.80924,-0,5
BF1,257.12928000000005,-0,3.1
BF1,257.43408000000005,-0,10.8
BF1,257.73888000000005,-0,11.1
BF1,258.04368000000005,-0,12.6
BF1,258.37896,-0,1.7
BF1,258.74472,-0,1.5
BF1,259.11048000000005,-0,1.1
BF1,259.44576,-0,2.1
BF1,259.82676000000004,-0,1.5
BF1,260.20776,-0,5.8
BF1,260.5278,-0,15.1
BF1,260.84783999999996,-0,2.8
BF1,261.16788,-0,1.1
BF1,261.50316000000004,-0,1
BF1,261.8232,-0,1.4
BF1,262.23468,-0,4.2
BF1,262.64616,-0,5.3
BF1,262.95096,-0,1e-5
BF1,263.3472,-0,0.2
BF1,263.83488000000006,-0,0.5
BF1,264.32256,-0,0.6
BF1,264.795,-0,0.9
BF1,265.26743999999997,-0,1
BF1,265.7094000000001,-0,2.4
BF1,266.10564,-0,4.2
BF1,266.50188000000003,-0,3.8
BF1,266.8524,-0,6.1
BF1,267.17244,-0,0.6
BF1,267.58392000000003,-0,0.7
BF1,268.33068000000003,-0,0.3
BF1,269.33651999999995,-0,1.8
BF1,269.99183999999997,-0,1.5
BF1,270.31188000000003,-0,5.1
BF1,270.64716000000004,-0,5.6
BF1,270.99768000000006,-0,2.3
BF1,271.33296,-0,0.4
BF1,271.63776,-0,1e-5
BF1,271.9578,-0,0.5
BF1,272.29308000000003,-0,2.1
BF1,272.64360000000005,-0,4.1
BF1,273.00936,-0,2.6
BF1,273.4818,-0,1.4
BF1,274.03044,-0,0.5
BF1,274.71623999999997,-0,0.4
BF1,275.90496,-0,0.3
BF1,277.42896,-0,1.7
BF1,278.4348,-0,2.6
BF1,278.84628000000004,-0,5
BF1,279.21204,-0,2
BF1,279.86736,-0,1.6
BF1,280.78176,-0,1.1
BF1,281.77236,-0,2.2
BF1,282.53436,-0,3.7
BF1,282.96108000000004,-0,14.6
BF1,283.34208000000007,-0,14.2
BF1,283.6926,-0,6.3
BF1,284.01264,-0,4.3
BF1,284.3784,-0,4.4
BF1,284.82036,-0,4.9
BF1,285.23184,-0,3.9
BF1,285.64332,-0,3.7
BF1,286.10052,-0,8.3
BF1,286.49676,-0,12.5
BF1,286.83204,-0,12.5
BF1,287.24352000000005,-0,12.1
BF1,287.63976,-0,3.8
BF1,288.02076,-0,3
BF1,288.4932,-0,4.1
BF1,288.98088000000007,-0,4.1
BF1,289.37712000000005,-0,7.3
BF1,289.68192000000005,-0,12.9
BF1,290.06292,-0,21.3
BF1,290.38296,-0,6.6
BF1,290.67251999999996,-0,2.6
BF1,291.11448000000007,-0,1.7
BF1,291.60216,-0,2.6
BF1,292.10508000000004,-0,3.8
BF1,292.51656,-0,6.9
BF1,292.82136,-0,11.4
BF1,293.12616,-0,12.7
BF1,293.43096,-0,4.5
BF1,293.9796,-0,0.6
BF1,294.78731999999997,-0,0.3
BF1,295.73220000000003,-0,4.5
BF1,296.78376000000003,-0,1.5
BF1,297.53052,-0,11.1
BF1,297.94200000000006,-0,19.7
BF1,298.20108000000005,-0,9.5
BF1,298.64304,-0,2.5
BF1,299.37456000000003,-0,1.7
BF1,300.04512000000005,-0,1.7
BF1,300.6090000000001,-0,2
BF1,301.02048,-0,1.9
BF1,301.27956,-0,12.8
BF1,301.56911999999994,-0,14
BF1,301.9044,-0,13
BF1,302.2092,-0,12.4
BF1,302.54448,-0,12.3
BF1,302.94072000000006,-0,7.9
BF1,303.41316,-0,5
BF1,304.00751999999994,-0,9.3
BF1,304.73904,-0,4
BF1,305.40960000000007,-0,8.2
BF1,305.95824,-0,6.6
BF1,306.38496000000004,-0,8.5
BF1,306.72024,-0,13.9
BF1,307.05552000000006,-0,13.4
BF1,307.36032000000006,-0,17.4
BF1,307.63464,-0,16.2
BF1,307.87848,-0,20.2
BF1,308.13756,-0,14.8
BF1,308.47284,-0,4.1
BF1,309.03672000000006,-0,2.6
BF1,309.76824,-0,2.8
BF1,310.25591999999995,-0,6.4
BF1,310.54548000000005,-0,28.2
BF1,310.86552000000006,-0,26.3
BF1,311.15508000000005,-0,15.3
BF1,311.44464,-0,12
BF1,311.8104,-0,6.4
BF1,312.61812000000003,-0,3.8
BF1,313.45632000000006,-0,1.9
BF1,313.95923999999997,-0,3
BF1,314.64504,-0,8.9
BF1,315.51372000000003,-0,11.1
BF1,316.10808000000003,-0,17.4
BF1,316.36716,-0,21
BF1,316.62624,-0,9.6
BF1,316.992,-0,1.4
BF1,317.66256000000004,-0,1.7
BF1,318.516,-0,0.3
BF1,319.30848000000003,-0,0.8
BF1,319.85712,-0,1.2
BF1,320.23812000000004,-0,19.9
BF1,320.61912,-0,24.6
BF1,320.90868000000006,-0,14.4
BF1,321.183,-0,31.8
BF1,321.42683999999997,-0,13.2
BF1,321.74688000000003,-0,3.1
BF1,322.20408000000003,-0,1
BF1,322.61556,-0,1e-5
BF1,322.95083999999997,-0,1
BF1,323.27088000000003,-0,1e-5
BF1,323.57568000000003,-0,1e-5
BF1,323.88048000000003,-0,7.6
WM1,0.12192000000000291,-0,25.9
WM1,0.48768000000001166,-0,23.4
WM1,0.8686800000000119,-0,3.6
WM1,1.1887200000000036,-0,0.7
WM1,1.5544799999999839,-0,6.7
WM1,1.8897599999999954,-0,12.2
WM1,2.2402799999999843,-0,3.6
WM1,2.6365200000000044,-0,1.6
WM1,3.0632400000000075,-0,1.2
WM1,3.4442400000000077,-0,0
WM1,3.749040000000008,-0,3
WM1,4.053840000000008,-0,2.9
WM1,4.358640000000008,-0,10.9
WM1,4.7396400000000085,-0,8.8
WM1,5.273040000000009,-0,5.8
WM1,5.806440000000009,-0,8.1
WM1,6.278880000000001,-0,11
WM1,6.690359999999998,-0,5.4
WM1,7.040879999999987,-0,4.7
WM1,7.406639999999996,-0,10.3
WM1,7.757159999999999,-0,28.8
WM1,8.001000000000005,-0,37.7
WM1,8.168639999999996,-0,14.8
WM1,8.473439999999997,-0,4.8
WM1,8.839200000000005,-0,6.5
WM1,9.250679999999988,-0,1.7
WM1,9.540239999999997,-0,0
WM1,9.784080000000003,-0,1.9
WM1,10.226039999999998,-0,3.3
WM1,10.607039999999998,-0,15.2
WM1,10.911839999999998,-0,34.1
WM1,11.216639999999998,-0,25.7
WM1,11.521439999999998,-0,17.7
WM1,11.826239999999999,-0,12.2
WM1,12.131039999999999,-0,8.2
WM1,12.435839999999999,-0,8
WM1,12.740639999999999,-0,1.4
WM1,13.04544,-0,3.3
WM1,13.38072000000001,-0,2.2
WM1,13.746479999999991,-0,1.8
WM1,14.051279999999991,-0,8.8
WM1,14.386560000000003,-0,7.2
WM1,14.752320000000012,-0,1.6
WM1,15.14855999999999,-0,3.6
WM1,15.575279999999992,-0,26.4
WM1,15.956279999999992,-0,19.6
WM1,16.352520000000013,-0,11.1
WM1,16.794480000000007,-0,1.8
WM1,17.29740000000001,-0,2.2
WM1,17.708880000000008,-0,8.4
